radius	opticaldepth	temperature	density	luminosity	mass	opticaldepth_deriv	temperature_deriv	density_deriv	luminosity_deriv	mass_deriv	k_es	k_ff	k_h	opacity	pressure	pressure_temp_grad	pressure_density_grad	energy_pp	energy_cno	energy_He	energy_C	energygen	
0.01	0.0	4168693.83470336	59242.95783761261	0.02327780008944677	0.2481563214927649	0.0	4168693.83470336	59242.95783761261	0.02327780008944677	0.2481563214927649	0.034	2.366147264978321	7.3157419050937574e+28	2.366147264978321	4204263106324710.5	793722962.1383569	81044614186.86105	9.380297042207636e-06	1.5627203943288439e-15	5.652079873888606e-71	1.8868037055962546e-72	9.380297043770355e-06	
0.11	14017.7	4168693.83470336	59242.95783761261	0.026373747501272478	330.29606390687013	14017.7	4168693.83470336	59242.95783761261	0.026373747501272478	330.29606390687013	0.034	2.366147264978321	7.3157419050937574e+28	2.366147264978321	4204263106324710.5	793722962.1383569	81044614186.86105	9.380297042207636e-06	1.5627203943288439e-15	5.652079873888606e-71	1.8868037055962546e-72	9.380297043770355e-06	
11.484560591202593	1608475.8799656364	4168693.8347033346	59242.95783761182	3526.0458161423453	375896682.61214995	1608475.8799656364	4168693.8347033346	59242.95783761182	3526.0458161423453	375896682.61214995	0.034	2.3661472649783497	7.315741905093304e+28	2.3661472649783497	4204263106324626.5	793722962.1383463	81044614186.86047	9.380297042207278e-06	1.5627203943286309e-15	5.652079873886924e-71	1.8868037055958764e-72	9.380297043769998e-06	
560.4864300239435	78566219.82911317	4168693.8346422347	59242.95783574047	409861609.50490755	43693883841199.266	78566219.82911317	4168693.8346422347	59242.95783574047	409861609.50490755	43693883841199.266	0.034	2.366147265047412	7.315741904012729e+28	2.366147265047412	4204263106124467.0	793722962.1132735	81044614185.5113	9.38029704136104e-06	1.56272039382347e-15	5.652079869884829e-71	1.8868037047066436e-72	9.38029704292376e-06	
6162.446601752771	863835340.6462364	4168693.8273140956	59242.95761826086	544755277855.19147	5.807441576183542e+16	863835340.6462364	4168693.8273140956	59242.95761826086	544755277855.19147	5.807441576183542e+16	0.034	2.3661472735252196	7.315741774841803e+28	2.3661472735252196	4204263082682403.5	793722959.1994166	81044614025.6707	9.380296940967745e-06	1.5627203334194046e-15	5.6520793912131525e-71	1.8868035982759716e-72	9.380296942530465e-06	
28497.213784176016	3994668426.33733	4168693.6766878627	59242.95343353802	53870274076147.61	5.742916844795304e+18	3994668426.33733	4168693.6766878627	59242.95343353802	53870274076147.61	5.742916844795304e+18	0.034	2.366147455763212	7.315739137423935e+28	2.366147455763212	4204262623977668.0	793722903.1307424	81044610821.1731	9.380294922632909e-06	1.5627190993744805e-15	5.652069606834491e-71	1.886801419739548e-72	9.380294924195629e-06	
80796.76901203637	11325890782.739178	4168692.56447208	59242.92439354259	1227789526686840.5	1.3089021711987651e+20	11325890782.739178	4168692.56447208	59242.92439354259	1227789526686840.5	1.3089021711987651e+20	0.034	2.366148853394056	7.315719777730635e+28	2.366148853394056	4204259387651952.5	793722514.0371667	81044587686.69862	9.380280313838274e-06	1.5627100363405556e-15	5.651997714893035e-71	1.8867853928525927e-72	9.380280315400984e-06	
171092.7665291594	23983354513.237175	4168688.138862228	59242.813818366456	1.1658319292164536e+16	1.242852735668446e+21	23983354513.237175	4168688.138862228	59242.813818366456	1.1658319292164536e+16	1.242852735668446e+21	0.034	2.366154553872274	7.315643051501229e+28	2.366154553872274	4204246913434506.5	793721032.4810851	81044497043.94147	9.380222972403865e-06	1.5626741054802258e-15	5.651712608768938e-71	1.8867217802106503e-72	9.380222973966539e-06	
271092.7665291594	38001101941.046936	4168679.5349028427	59242.608616370206	4.637580828306734e+16	4.943990084316453e+21	38001101941.046936	4168679.5349028427	59242.608616370206	4.637580828306734e+16	4.943990084316453e+21	0.034	2.366165909555615	7.3154944910644845e+28	2.366165909555615	4204223453828025.5	793718283.0345088	81044323593.15814	9.380113041007732e-06	1.562604511187135e-15	5.6511602297550715e-71	1.8865984260669233e-72	9.380113042570337e-06	
371092.7665291594	52018863179.83815	4168667.039413764	59242.31884066008	1.1895425811370275e+17	1.2681480767752934e+22	52018863179.83815	4168667.039413764	59242.31884066008	1.1895425811370275e+17	1.2681480767752934e+22	0.034	2.366182631811747	7.315279250874225e+28	2.366182631811747	4204190051313884.0	793714400.3892335	81044074027.33662	9.379954694341468e-06	1.5625036622578696e-15	5.6503596778275055e-71	1.8864195556487662e-72	9.379954695903971e-06	
471092.7665291594	66036650043.29757	4168650.6524285157	59241.94537816505	2.4335761673942138e+17	2.594419128539269e+22	66036650043.29757	4168650.6524285157	59241.94537816505	2.4335761673942138e+17	2.594419128539269e+22	0.034	2.366204745520289	7.3149973914739665e+28	2.366204745520289	4204146777907388.0	793709396.4270325	81043748598.30966	9.379748075074338e-06	1.562371588091355e-15	5.64931122730378e-71	1.886185212927725e-72	9.37974807663671e-06	
571092.7665291594	80054474659.78223	4168630.373990416	59241.488513505756	4.335478387879248e+17	4.622093978927452e+22	80054474659.78223	4168630.373990416	59241.488513505756	4.335478387879248e+17	4.622093978927452e+22	0.034	2.366232258751112	7.314648937997752e+28	2.366232258751112	4204093656849648.5	793703274.9608408	81043347387.21632	9.37949323118569e-06	1.5622083040515093e-15	5.648015070042279e-71	1.8858954275570961e-72	9.379493232747898e-06	
671092.7665291594	94072349276.3176	4168606.2041525976	59240.94839557531	7.034843377182377e+17	7.500048355979889e+22	94072349276.3176	4168606.2041525976	59240.94839557531	7.034843377182377e+17	7.500048355979889e+22	0.034	2.3662651758089512	7.3142339089781526e+28	2.3662651758089512	4204030700421412.5	793696037.9853181	81042870436.8069	9.37919018984128e-06	1.5620138237738844e-15	5.646471404436303e-71	1.8855502297285345e-72	9.379190191403294e-06	
771092.7665291594	108090286200.9385	4168578.1429780102	59240.32511210152	1.0671234384153144e+18	1.1377150648914728e+23	108090286200.9385	4168578.1429780102	59240.32511210152	1.0671234384153144e+18	1.1377150648914728e+23	0.034	2.3663034993180085	7.313752320949575e+28	2.3663034993180085	4203957915985915.5	793687686.6757224	81042317772.58615	9.378838969198977e-06	1.561788161131423e-15	5.64468044960333e-71	1.8851496525429353e-72	9.378838970760766e-06	
871092.7665291594	122108297777.09756	4168546.1905394206	59239.61871960129	1.5384178299776435e+18	1.6402260656822862e+23	122108297777.09756	4168546.1905394206	59239.61871960129	1.5384178299776435e+18	1.6402260656822862e+23	0.034	2.3663472310594247	7.313204190297191e+28	2.3663472310594247	4203875308416520.5	793678221.7891965	81041689411.3071	9.378439583151483e-06	1.5615313310234408e-15	5.642642451055335e-71	1.8846937329598924e-72	9.378439584713013e-06	
971092.7665291594	136126396370.65012	4168510.3469194095	59238.829257143356	2.1313160187092032e+18	2.2724228337616374e+23	136126396370.65012	4168510.3469194095	59238.829257143356	2.1313160187092032e+18	2.2724228337616374e+23	0.034	2.3663963723560677	7.312589534106076e+28	2.3663963723560677	4203782881212095.0	793667643.849139	81040985364.87372	9.377992043505266e-06	1.5612433497372532e-15	5.64035768327334e-71	1.884182512230842e-72	9.377992045066509e-06	
1071092.7665291594	150144594362.56226	4168470.6122103697	59237.9567533613	2.8597617813327514e+18	3.049189255718412e+23	150144594362.56226	4168470.6122103697	59237.9567533613	2.8597617813327514e+18	3.049189255718412e+23	0.034	2.366450924268614	7.311908370593485e+28	2.3664509242686145	4203680637065376.0	793655953.2391562	81040205642.3294	9.377496361090835e-06	1.560924235131661e-15	5.637826450986399e-71	1.8836160361164752e-72	9.37749636265176e-06	
